vector_id, input_vector                                                , PO_388, PO_389, PO_390, PO_391, PO_418, PO_419, PO_420, PO_421, PO_422, PO_423, PO_446, PO_447, PO_448, PO_449, PO_450, PO_767, PO_768, PO_850, PO_863, PO_864, PO_865, PO_866, PO_874, PO_878, PO_879, PO_880
      620, 001011100011100010101110111001001110011101000101011110000110,      0,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      1,      0,      1,      1
      621, 011101010101010010011000011000100111111011000101001111001111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1
      622, 110010100011010101011101101101011110111100010111000010110101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      1,      0,      0,      1,      0,      0,      1,      0,      0,      0
      623, 101101111001001010111100010001011001101011011010010100100100,      0,      1,      1,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      0,      1,      1,      0,      1,      0,      1,      1,      1,      0
      624, 010001101000101111111011111011000111101110101110000010001101,      0,      1,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0
      625, 010000001000111000100001000110101101010011010011011001001100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1
      626, 100100101000100111010001101111001010010101001010000000110101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0
      627, 001111100001001000001011001011110011111001011011011110110110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      1,      1
      628, 011000010000101000011110000110000100100100011011000101000000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      0,      1,      1,      0,      1,      0,      1,      1,      0,      0
      629, 101011110101000011101010110110101000001100111100100111110101,      0,      1,      1,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      0,      1,      0,      0,      1
      630, 101100011101011010010100010100111111000101100111110110010001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      1,      1,      1,      1
      631, 101010000001000010001111110000110101010011010100111111010000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1
      632, 110001110010100111100111110001110101100010011000101111100001,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      1,      0,      1,      0,      0,      1,      1,      1,      0,      0
      633, 011111100101101100110100110100100011110100110110011011010010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      0,      0,      1,      1,      1,      0,      1,      0,      1,      1
      634, 100110101001000001100000001111010011010101001011000110110010,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0
      635, 010010110110101010100111101101011100010000010000000011010011,      0,      0,      0,      0,      0,      1,      1,      0,      0,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      0,      0
      636, 110000000001011010001011010000100100010100011100011100000101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      0,      1,      1,      1,      1
      637, 110111101100101100100000100111011101011101000101111010000010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      0,      0,      1,      1,      0,      1,      1,      1,      0,      0,      1,      1
      638, 011000100010011010010010000110010010111011110011011001011000,      0,      0,      0,      0,      0,      1,      1,      0,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      639, 100110011001111111011100110101111100001110000010101011001111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      1,      1,      0,      1,      0,      1,      0,      0,      0,      1,      1,      1
      640, 110000100111111101110110101110111000011000001101001101001010,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      0,      0,      0,      0,      0,      0
      641, 110111110000000111001110111111110110000001011101101110011111,      1,      1,      1,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      642, 001101011111101010101001010111111110000101101001110111100110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      1,      1
      643, 110111110101110010011111011101101111111111001100101001011001,      0,      1,      1,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      1,      0,      1,      1,      0,      1,      1,      1,      1,      1
      644, 111010110011001111010100110110111101101100101101010100101110,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      1,      1,      0,      1
      645, 100010000010001100101100011000111000001011110000000111110010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      1,      1,      1,      1
      646, 011101101101100001100100101011001101101011101001101111100101,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1
